Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,UNSD Geographical Grouping,Source Quality
US-Mexico Border,31-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Mediterranean,31-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,Off the coast of Libya,"Reuters, AFP","33.416533100000, 16.230191400000",Central Mediterranean,Uncategorized,3
North Africa,30-Jul-16,2016,Jul,9,NULL,9,7,NULL,9,NULL,Sickness and lack of access to medicines,"Sinai Peninsula, on border between Egypt and Israel",Ma'an News Agency,"30.346091300000, 33.951638600000",NULL,Northern Africa,1
US-Mexico Border,30-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,"Border between Ciudad JuÃ¡rez, Mexico, and Sunland Park, DoÃ±a Ana County, New Mexico, USA",UnoTV,"31.783867000000, -106.571014200000",Central America to US,Northern America,1
US-Mexico Border,29-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande, near AcuÃ±a, Coahuila, Mexico",La Rancherita del Aire,"27.133490800000, -103.434484000000",Central America to US,Northern America,1
US-Mexico Border,28-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande near El Indio, Maverick County, Texas",Zocalo Saltillo,"28.637673500000, -100.528216300000",Central America to US,Northern America,1
Europe,27-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Calais, France",Prefecture of Calais,"50.951880300000, 1.833936700000",Calais to United Kingdom,Western Europe,5
US-Mexico Border,27-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia/dehydration,"Briscoe Ranch, Dimmit County, Texas",Zocalo,"28.422683700000, -100.034449400000",Central America to US,Northern America,1
US-Mexico Border,27-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,"Ranch near Falfurrias, Brooks County, Texas",The Monitor,"27.011605500000, -98.384850300000",Central America to US,Northern America,1
US-Mexico Border,26-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,26-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (multiple blunt force injuries),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Central America,26-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,"Poison, Murdered","Poisoning occured on a bus returning from the US. Victim died in the Hospital Comunitario de Moroleon, Guanajuato, Mexico",Excelsior,"20.137625100000, -101.223131100000",Central America to US,Central America,1
Europe,26-Jul-16,2016,Jul,1,NULL,1,6,NULL,1,NULL,Stabbed,"Calais 'Jungle', France",Reuters,"50.951880300000, 1.833936700000",Calais to United Kingdom,Western Europe,1
US-Mexico Border,25-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,24-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande, near AcuÃ±a, Coahuila, Mexico",Zocalo,"27.133490800000, -103.434484000000",Central America to US,Central America,1
Central America,24-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (decomposed remains),"El Ojochal, Tuliapa, Nicaragua",El Nuevo Diario,"11.607016900000, -86.305180500000",Central America to US,Central America,1
Southeast Asia,23-Jul-16,2016,Jul,15,11,26,34,1,NULL,NULL,Drowning,"Off the coast of Johor, Malaysia",AFP,"2.344447700000, 103.736565400000",NULL,South-eastern Asia,1
Central America,23-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Fall from train,"Train tracks in Tlajomulco, Jalisco, Mexico",Trafico ZMG,"20.129511000000, -104.468201400000",Central America to US,Central America,1
US-Mexico Border,23-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Mediterranean,22-Jul-16,2016,Jul,3,7,10,4,NULL,NULL,NULL,Drowning,"Off the coast of Fnideq, Morocco",AsociaciÃ³n Pro Derechos Humanos de AndalucÃ­a,"35.845001500000, -5.353364800000",Western Mediterranean,Uncategorized,3
Mediterranean,22-Jul-16,2016,Jul,18,NULL,18,NULL,NULL,17,1,Unknown,Off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,Uncategorized,4
US-Mexico Border,21-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande, near Eagle Pass, Maverick County, Texas",Super Channel 22,"28.637673500000, -100.528216300000",Central America to US,Northern America,1
US-Mexico Border,21-Jul-16,2016,Jul,1,NULL,1,NULL,1,NULL,NULL,Hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,21-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
North Africa,21-Jul-16,2016,Jul,2,NULL,2,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Between Shimaliya and wadi halfa, Sudan in the desert",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.807280900000, 31.306553500000",NULL,Northern Africa,2
US-Mexico Border,20-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
North Africa,20-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"In Sinai, northern Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"29.500153200000, 33.997908800000",NULL,Northern Africa,2
Central America,20-Jul-16,2016,Jul,3,NULL,3,5,1,2,3,Drowning,"Pacific Ocean; Left in boat from San Jose, Chiapas, Mexico",La Tribuna,"15.412068700000, -93.410539900000",Central America to US,Central America,3
Central America,20-Jul-16,2016,Jul,NULL,NULL,0,NULL,NULL,NULL,NULL,Drowning,"Pacific Ocean; Left in boat from San Jose, Chiapas, Mexico",La Tribuna,"18.268156600000, -95.896946100000",Central America to US,Central America,1
North Africa,20-Jul-16,2016,Jul,2,NULL,2,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,In port Sudan,Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.601963500000, 37.174590100000",NULL,Northern Africa,2
North Africa,20-Jul-16,2016,Jul,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.501534100000, 32.502556100000",NULL,Northern Africa,2
Horn of Africa,20-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"In Garowe, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.406657900000, 48.471357700000",NULL,Eastern Africa,2
Caribbean,20-Jul-16,2016,Jul,NULL,2,2,6,NULL,NULL,NULL,Unknown,"Off the coast of Boca Raton, Florida",WPTV,"26.370065300000, -80.071335800000",NULL,Caribbean,1
Europe,20-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Hit by vehicle,A16 motorway near Calais,Nord Pas-de-Calais,"50.951880300000, 1.833936700000",Calais to United Kingdom,Western Europe,1
Horn of Africa,20-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Near Diridhaba, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.566433300000, 41.384678300000",NULL,Eastern Africa,2
Mediterranean,20-Jul-16,2016,Jul,22,NULL,22,104,21,1,NULL,Presumed asphyxiation,Unspecified location off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,Uncategorized,4
Mediterranean,19-Jul-16,2016,Jul,1,NULL,1,842,NULL,NULL,NULL,Unknown,Off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,Uncategorized,4
North Africa,19-Jul-16,2016,Jul,4,NULL,4,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.525259500000, 33.297328800000",NULL,Northern Africa,2
US-Mexico Border,19-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (mummified remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,19-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,19-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Bravo, near Neuvo Laredo, Tamaulipas, Mexico",El Manana Nuevo Laredo,"27.453141600000, -99.614631900000",Central America to US,Central America,1
North Africa,18-Jul-16,2016,Jul,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.692227100000, 33.976249200000",NULL,Northern Africa,2
US-Mexico Border,18-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande near Reynosa, Tamaulipas, Mexico",La Prensa,"24.215586000000, -99.433269900000",Central America to US,Central America,1
Horn of Africa,18-Jul-16,2016,Jul,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Near Burao, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.520638100000, 45.528888500000",NULL,Eastern Africa,2
Horn of Africa,17-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Near las'anod, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"8.476128000000, 47.347479800000",NULL,Eastern Africa,2
North Africa,16-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Sahara Desert, near Berber, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.008686000000, 33.994809800000",NULL,Northern Africa,2
US-Mexico Border,16-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Near Casa del Migrante in Nuevo Laredo, Tamaulipas, Mexico",Codigo San Luis,"24.215586000000, -99.433269900000",Central America to US,NULL,1
US-Mexico Border,16-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,16-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande in Piedras Negras, Coahuila, Mexico",Super Channel 22,"27.133490800000, -103.434484000000",Central America to US,Central America,1
Central America,15-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,"Train Accident, Unknown (found dead next to train tracks)","Near train tracks in San Luis, Tlaxcala, Mexico",Pulso San Luis,"19.571009700000, -98.170200300000",Central America to US,Central America,1
US-Mexico Border,15-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Mixed,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern,"27.715087300000, -99.907901900000",Central America to US,Northern America,5
US-Mexico Border,15-Jul-16,2016,Jul,28,NULL,28,NULL,NULL,NULL,NULL,Mixed,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern,"27.715087300000, -99.907901900000",Central America to US,Northern America,5
US-Mexico Border,15-Jul-16,2016,Jul,1,1,2,NULL,NULL,2,NULL,Drowning,"Rio Grande, Rancho Las Tejas, Guerrero, Mexico",Rancherita del Aire,"17.318693900000, -100.414005400000",Central America to US,Central America,1
US-Mexico Border,15-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Horn of Africa,15-Jul-16,2016,Jul,4,NULL,4,NULL,NULL,4,NULL,Drowning,"Off the coast of Radfan, Hadramout Governorate, Yemen",Society for Humanitarian Solidarity,"15.359741600000, 49.706400100000",Horn Africa to Yemen,Uncategorized,4
US-Mexico Border,15-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Banks of Rio Grande, near Laredo, Webb County, Texas",Primera Hora,"27.715588900000, -99.698746100000",Central America to US,Northern America,3
North Africa,14-Jul-16,2016,Jul,6,NULL,6,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Sahara Desert between Abou Hammad and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.906769500000, 30.822252900000",NULL,Northern Africa,2
Central America,14-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"River TexcuyuapÃ¡n, la colonia Brisas, Tapachula, Chiapas, Mexico",Es Diario Populaire,"14.820600100000, -92.642827600000",Central America to US,Central America,1
US-Mexico Border,14-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande in ranch near Eagle Pass, Maverick County, Texas",Super Channel 22,"28.637673500000, -100.528216300000",Central America to US,Northern America,1
North Africa,14-Jul-16,2016,Jul,2,NULL,2,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"In the Sahara desert near to Atbara, Sudan. Other reports about 20 or 25km away from Adbara",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.723668500000, 33.805597800000",NULL,Northern Africa,2
US-Mexico Border,13-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Mediterranean,13-Jul-16,2016,Jul,4,3,7,6,2,2,2,Drowning,"Near Lesvos, Greece","IOM Greece, Washington Post","39.189261800000, 26.130606100000",Eastern Mediterranean,Uncategorized,4
Europe,12-Jul-16,2016,Jul,1,NULL,1,NULL,1,NULL,NULL,Hit by truck,Bypass over highway towards Port of Calais,Les Echos,"50.965429100000, 1.900613000000",Calais to United Kingdom,Western Europe,1
US-Mexico Border,12-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Mediterranean,12-Jul-16,2016,Jul,4,NULL,4,400,NULL,NULL,NULL,Asphyxiation,"32 Km off the coast of Libya, south of Malta",Reuters,"33.593035300000, 13.542852100000",Central Mediterranean,Uncategorized,1
North Africa,12-Jul-16,2016,Jul,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Sahara Desert between Atbara Sudan and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.918833300000, 31.022366500000",NULL,Northern Africa,2
Mediterranean,12-Jul-16,2016,Jul,1,20,21,100,NULL,NULL,NULL,Drowning,Four hours away from the coast of Libya,IOM Italy,"33.157534600000, 12.941982400000",Central Mediterranean,Uncategorized,4
North Africa,12-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Omdurman, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.642471300000, 32.315402600000",NULL,Northern Africa,2
North Africa,12-Jul-16,2016,Jul,5,NULL,5,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Sahara Desert near to small village between Adbara, Sudan and Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.918833300000, 31.022366500000",NULL,Northern Africa,2
Sub-Saharan Africa,12-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,Near Lake Malawi,Mixed Migration Monitoring Mechanism Initiative (4Mi),"-13.612310800000, 34.419531200000",NULL,Eastern Africa,2
US-Mexico Border,11-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
Central America,11-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,"Murdered, Violence","Zone 4 of Chiquimula, Guatemala",Prensa Libre,"14.781980800000, -89.573736200000",Central America to US,Central America,1
US-Mexico Border,11-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",Hoy Tamaulipas,"27.453141600000, -99.614852500000",Central America to US,Central America,1
Caribbean,11-Jul-16,2016,Jul,NULL,15,15,NULL,NULL,NULL,NULL,Presumed drowning,Near the US Virgin Islands,El Nuevo Herald,"18.312267600000, -64.929045400000",NULL,Uncategorized,1
US-Mexico Border,10-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,"Dehydration, Hyperthermia",Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
East Asia,10-Jul-16,2016,Jul,1,2,3,10,NULL,NULL,NULL,Drowning,North of Guangdong's Neilingding Island in the South China Sea,Coconuts Hong Kong,"22.421994300000, 113.806475400000",NULL,Eastern Asia,1
Caribbean,9-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Hit by truck,"Friendship bridge that crosses from  Ouanaminthe, Haiti to Dajabon, Dominican Republic",Diario Libre,"19.551088600000, -71.713081800000",NULL,Caribbean,1
North Africa,9-Jul-16,2016,Jul,4,NULL,4,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Omdruman, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.642471300000, 32.315402600000",NULL,Northern Africa,2
US-Mexico Border,9-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed hyperthermia,Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
US-Mexico Border,9-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (decomposed remains),Pima County (see spreadsheet for coordinates),Pima County Office of the Medical Examiner,"31.965203600000, -113.011894500000",Central America to US,Northern America,5
North Africa,9-Jul-16,2016,Jul,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Sahara Desert, north of Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.500134100000, 32.514402400000",NULL,Northern Africa,2
North Africa,9-Jul-16,2016,Jul,2,NULL,2,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.692227100000, 33.976249200000",NULL,Northern Africa,2
US-Mexico Border,8-Jul-16,2016,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,"Havanna, Hidalgo County, Texas",The Monitor,"26.376354000000, -98.383347700000",Central America to US,Northern America,1
US-Mexico Border,8-Jul-16,2016,Jul,1,NULL,1,9,NULL,1,NULL,Vehicle Accident,"Anza-Borrego Desert State Park, San Diego County, California",LA Times,"33.018405400000, -117.398868900000",Central America to US,Northern America,1
